"movie_title","director_name","title_year","imdb_score","rating_category","budget","gross","profit","roi","budget_category","is_profitable","duration","content_rating","primary_genre","language","country","num_voted_users","num_critic_for_reviews","num_user_for_reviews","movie_facebook_likes","budget_outlier","gross_outlier","profit_outlier","roi_outlier","imdb_score_outlier"
"Black Christmas ","Glen Morgan",2006,4.5,"Poor",9e+06,16235293,7235293,0.803921444444444,"Low",1,94,"R","Horror","English","USA",19918,186,278,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Henry V ","Kenneth Branagh",1989,7.7,"Excellent",9e+06,10161099,1161099,0.129011,"Low",1,137,"PG-13","Action","English","UK",23441,46,108,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Way of the Gun ","Christopher McQuarrie",2000,6.7,"Good",8500000,6047856,-2452144,-0.288487529411765,"Low",0,119,"R","Action","English","USA",27536,117,327,1000,FALSE,FALSE,FALSE,FALSE,FALSE
"Igby Goes Down ","Burr Steers",2002,7,"Good",9e+06,4681503,-4318497,-0.479833,"Low",0,99,"R","Comedy","English","USA",29058,136,238,838,FALSE,FALSE,FALSE,FALSE,FALSE
"PCU ","Hart Bochner",1994,6.5,"Good",8e+06,4350774,-3649226,-0.45615325,"Low",0,79,"PG-13","Comedy","English","USA",10476,15,52,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Gracie ","Davis Guggenheim",2007,6.2,"Average",9e+06,2955039,-6044961,-0.671662333333333,"Low",0,95,"PG-13","Biography","English","USA",3624,65,27,313,FALSE,FALSE,FALSE,FALSE,FALSE
"Trust the Man ","Bart Freundlich",2005,5.7,"Average",9e+06,1530535,-7469465,-0.829940555555556,"Low",0,103,"R","Comedy","English","USA",7833,100,63,215,FALSE,FALSE,FALSE,FALSE,FALSE
"Hamlet 2 ","Andrew Fleming",2008,6.4,"Average",9e+06,4881867,-4118133,-0.457570333333333,"Low",0,92,"R","Comedy","English","USA",15200,129,76,1000,FALSE,FALSE,FALSE,FALSE,FALSE
"Glee: The 3D Concert Movie ","Kevin Tancharoen",2011,5.4,"Poor",9e+06,11860839,2860839,0.317871,"Low",1,84,"PG","Documentary","English","USA",5156,67,21,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Legend of Suriyothai ","Chatrichalerm Yukol",2001,6.6,"Good",4e+08,454255,-399545745,-0.9988643625,"High",0,300,"R","Action","Thai","Thailand",1666,31,47,124,TRUE,FALSE,TRUE,FALSE,FALSE
"Two Evil Eyes ","Dario Argento",1990,6.1,"Average",9e+06,349618,-8650382,-0.961153555555556,"Low",0,120,"R","Horror","English","Italy",4302,76,45,375,FALSE,FALSE,FALSE,FALSE,FALSE
"All or Nothing ","Mike Leigh",2002,7.6,"Excellent",9e+06,112935,-8887065,-0.987451666666667,"Low",0,121,"R","Drama","English","UK",8161,81,94,484,FALSE,FALSE,FALSE,FALSE,FALSE
"Princess Kaiulani ","Marc Forby",2009,6.2,"Average",9e+06,883887,-8116113,-0.901790333333333,"Low",0,97,"PG","Drama","English","USA",1201,26,14,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Opal Dream ","Peter Cattaneo",2006,6.6,"Good",11400000,13751,-11386249,-0.998793771929825,"Medium",0,86,"PG","Drama","English","Australia",813,24,6,135,FALSE,FALSE,FALSE,FALSE,FALSE
"Flame and Citron ","Ole Christian Madsen",2008,7.3,"Good",4.5e+07,145109,-44854891,-0.996775355555556,"Medium",0,45,"Not Rated","Drama","Danish","Denmark",14247,80,44,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Undiscovered ","Meiert Avis",2005,4.2,"Poor",9e+06,1046166,-7953834,-0.883759333333333,"Low",0,97,"PG-13","Comedy","English","Germany",2599,41,45,128,FALSE,FALSE,FALSE,FALSE,FALSE
"Crocodile Dundee ","Peter Faiman",1986,6.5,"Good",8800000,174635000,165835000,18.8448863636364,"Low",1,93,"PG-13","Adventure","English","Australia",74743,35,93,0,FALSE,TRUE,TRUE,TRUE,FALSE
"Awake ","Joby Harold",2007,6.5,"Good",8600000,14373825,5773825,0.671375,"Low",1,84,"R","Crime","English","USA",63216,133,196,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Skin Trade ","Ekachai Uekrongtham",2014,5.7,"Average",9e+06,162,-8999838,-0.999982,"Low",0,96,"R","Action","English","Thailand",5228,66,38,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Crazy Heart ","Scott Cooper",2009,7.3,"Good",7e+06,39462438,32462438,4.63749114285714,"Low",1,112,"R","Drama","English","USA",67760,273,226,0,FALSE,FALSE,FALSE,TRUE,FALSE
"The Rose ","Mark Rydell",1979,6.9,"Good",8500000,29200000,20700000,2.43529411764706,"Low",1,125,"R","Drama","English","USA",6142,32,52,1000,FALSE,FALSE,FALSE,FALSE,FALSE
"Baggage Claim ","David E. Talbert",2013,5,"Poor",8500000,21564616,13064616,1.53701364705882,"Low",1,96,"PG-13","Comedy","English","USA",7098,52,41,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Election ","Alexander Payne",1999,7.3,"Good",8e+06,14879556,6879556,0.8599445,"Low",1,103,"R","Comedy","English","USA",73640,175,441,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The DUFF ","Ari Sandel",2015,6.5,"Good",8500000,34017854,25517854,3.00210047058824,"Low",1,101,"PG-13","Comedy","English","USA",51326,132,116,8000,FALSE,FALSE,FALSE,FALSE,FALSE
"Glitter ","Vondie Curtis-Hall",2001,2.1,"Poor",2.2e+07,4273372,-17726628,-0.805755818181818,"Medium",0,104,"PG-13","Drama","English","USA",19412,66,308,0,FALSE,FALSE,FALSE,FALSE,TRUE
"Bright Star ","Jane Campion",2009,7,"Good",8500000,4440055,-4059945,-0.477640588235294,"Low",0,119,"PG","Biography","English","UK",21360,222,110,0,FALSE,FALSE,FALSE,FALSE,FALSE
"My Name Is Khan ","Karan Johar",2010,8,"Excellent",1.2e+07,4018695,-7981305,-0.66510875,"Medium",0,128,"PG-13","Adventure","Hindi","India",69759,210,235,27000,FALSE,FALSE,FALSE,FALSE,FALSE
"All Is Lost ","J.C. Chandor",2013,6.9,"Good",9e+06,6262942,-2737058,-0.304117555555556,"Low",0,106,"PG-13","Action","English","USA",59545,346,312,18000,FALSE,FALSE,FALSE,FALSE,FALSE
"Limbo ","John Sayles",1999,7.1,"Good",8e+06,1997807,-6002193,-0.750274125,"Low",0,126,"R","Adventure","English","USA",5158,46,140,196,FALSE,FALSE,FALSE,FALSE,FALSE
"Repo! The Genetic Opera ","Darren Lynn Bousman",2008,6.7,"Good",8500000,140244,-8359756,-0.983500705882353,"Low",0,150,"R","Horror","English","USA",20419,147,259,8000,FALSE,FALSE,FALSE,FALSE,FALSE
"Pulp Fiction ","Quentin Tarantino",1994,8.9,"Excellent",8e+06,107930000,99930000,12.49125,"Low",1,178,"R","Crime","English","USA",1324680,215,2195,45000,FALSE,FALSE,TRUE,TRUE,FALSE
"Nightcrawler ","Dan Gilroy",2014,7.9,"Excellent",8500000,32279955,23779955,2.79764176470588,"Low",1,117,"R","Crime","English","USA",293304,534,552,65000,FALSE,FALSE,FALSE,FALSE,FALSE
"Club Dread ","Jay Chandrasekhar",2004,5.6,"Average",8550000,4992159,-3557841,-0.416121754385965,"Low",0,119,"R","Comedy","English","USA",23823,66,201,713,FALSE,FALSE,FALSE,FALSE,FALSE
"The Sound of Music ","Robert Wise",1965,8,"Excellent",8200000,163214286,155014286,18.9041812195122,"Low",1,174,"G","Biography","English","USA",148172,119,406,15000,FALSE,TRUE,TRUE,TRUE,FALSE
"Splash ","Ron Howard",1984,6.2,"Average",8e+06,69800000,61800000,7.725,"Low",1,111,"PG","Comedy","English","USA",54723,43,99,0,FALSE,FALSE,FALSE,TRUE,FALSE
"Little Miss Sunshine ","Jonathan Dayton",2006,7.9,"Excellent",8e+06,59889948,51889948,6.4862435,"Low",1,101,"R","Comedy","English","USA",355810,270,889,15000,FALSE,FALSE,FALSE,TRUE,FALSE
"Stand by Me ","Rob Reiner",1986,8.1,"Excellent",8e+06,52287414,44287414,5.53592675,"Low",1,89,"R","Adventure","English","USA",271794,99,584,24000,FALSE,FALSE,FALSE,TRUE,FALSE
"28 Days Later... ","Danny Boyle",2002,7.6,"Excellent",8e+06,45063889,37063889,4.632986125,"Low",1,113,"R","Drama","English","UK",297250,224,1441,11000,FALSE,FALSE,FALSE,TRUE,FALSE
"You Got Served ","Chris Stokes",2004,3.5,"Poor",8e+06,40066497,32066497,4.008312125,"Low",1,95,"PG-13","Drama","English","USA",23671,58,247,0,FALSE,FALSE,FALSE,TRUE,TRUE
"Escape from Alcatraz ","Don Siegel",1979,7.6,"Excellent",8e+06,36500000,28500000,3.5625,"Low",1,112,"PG","Biography","English","USA",87090,53,142,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Brown Sugar ","Rick Famuyiwa",2002,6.5,"Good",8e+06,27362712,19362712,2.420339,"Low",1,109,"PG-13","Comedy","English","USA",5971,37,60,0,FALSE,FALSE,FALSE,FALSE,FALSE
"A Thin Line Between Love and Hate ","Martin Lawrence",1996,5.6,"Average",8e+06,34746109,26746109,3.343263625,"Low",1,108,"R","Comedy","English","USA",3122,11,14,559,FALSE,FALSE,FALSE,FALSE,FALSE
"50/50 ","Jonathan Levine",2011,7.7,"Excellent",8e+06,34963967,26963967,3.370495875,"Low",1,100,"R","Comedy","English","USA",270441,327,378,40000,FALSE,FALSE,FALSE,FALSE,FALSE
"Shutter ","Masayuki Ochiai",2008,5.2,"Poor",8e+06,25926543,17926543,2.240817875,"Low",1,90,"PG-13","Horror","English","USA",26609,135,148,0,FALSE,FALSE,FALSE,FALSE,FALSE
"That Awkward Moment ","Tom Gormican",2014,6.1,"Average",8e+06,26049082,18049082,2.25613525,"Low",1,94,"R","Comedy","English","USA",76791,164,100,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Much Ado About Nothing ","Kenneth Branagh",1993,7.4,"Good",8e+06,22551000,14551000,1.818875,"Low",1,111,"PG-13","Comedy","English","UK",37269,41,165,0,FALSE,FALSE,FALSE,FALSE,FALSE
"On Her Majesty's Secret Service ","Peter R. Hunt",1969,6.8,"Good",7e+06,22800000,15800000,2.25714285714286,"Low",1,142,"M","Action","English","UK",59941,143,452,0,FALSE,FALSE,FALSE,FALSE,FALSE
"New Nightmare ","Wes Craven",1994,6.4,"Average",8e+06,18090181,10090181,1.261272625,"Low",1,107,"R","Fantasy","English","USA",38191,109,271,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Drive Me Crazy ","John Schultz",1999,5.7,"Average",8e+06,17843379,9843379,1.230422375,"Low",1,91,"PG-13","Comedy","English","USA",14904,59,147,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Half Baked ","Tamra Davis",1998,6.7,"Good",8e+06,17278980,9278980,1.1598725,"Low",1,82,"R","Comedy","English","USA",48225,40,164,0,FALSE,FALSE,FALSE,FALSE,FALSE
"New in Town ","Jonas Elmer",2009,5.6,"Average",8e+06,16699684,8699684,1.0874605,"Low",1,97,"PG","Comedy","English","USA",17461,121,78,0,FALSE,FALSE,FALSE,FALSE,FALSE
"American Psycho ","Mary Harron",2000,7.6,"Excellent",7e+06,15047419,8047419,1.14963128571429,"Low",1,102,"R","Crime","English","USA",357275,288,1061,18000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Good Girl ","Miguel Arteta",2002,6.5,"Good",5e+06,14015786,9015786,1.8031572,"Low",1,93,"R","Drama","English","USA",37952,107,298,938,FALSE,FALSE,FALSE,FALSE,FALSE
"The Boondock Saints II: All Saints Day ","Troy Duffy",2009,6.3,"Average",8e+06,10269307,2269307,0.283663375,"Low",1,138,"R","Action","English","USA",53251,91,188,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Enough Said ","Nicole Holofcener",2013,7.1,"Good",8e+06,17536788,9536788,1.1920985,"Low",1,93,"PG-13","Comedy","English","USA",49240,231,142,12000,FALSE,FALSE,FALSE,FALSE,FALSE
"Easy A ","Will Gluck",2010,7.1,"Good",8e+06,58401464,50401464,6.300183,"Low",1,92,"PG-13","Comedy","English","USA",276746,262,264,19000,FALSE,FALSE,FALSE,TRUE,FALSE
"Shadow of the Vampire ","E. Elias Merhige",2000,6.9,"Good",8e+06,8279017,279017,0.034877125,"Low",1,92,"R","Drama","English","UK",34191,196,339,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Prom ","Joe Nussbaum",2011,5.4,"Poor",8e+06,10106233,2106233,0.263279125,"Low",1,104,"PG","Comedy","English","USA",12702,83,32,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Held Up ","Steve Rash",1999,5.1,"Poor",8e+06,4692814,-3307186,-0.41339825,"Low",0,89,"PG-13","Comedy","English","USA",2870,11,34,77,FALSE,FALSE,FALSE,FALSE,FALSE
"Woman on Top ","Fina Torres",2000,5.3,"Poor",8e+06,5018450,-2981550,-0.37269375,"Low",0,92,"R","Comedy","English","USA",8546,72,86,859,FALSE,FALSE,FALSE,FALSE,FALSE
"Anomalisa ","Duke Johnson",2015,7.3,"Good",8e+06,3442820,-4557180,-0.5696475,"Low",0,90,"R","Animation","English","USA",31489,328,140,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Another Year ","Mike Leigh",2010,7.3,"Good",1e+07,3205244,-6794756,-0.6794756,"Medium",0,129,"PG-13","Comedy","English","UK",23629,248,141,0,FALSE,FALSE,FALSE,FALSE,FALSE
"8 Women ","François Ozon",2002,7.1,"Good",8e+06,3076425,-4923575,-0.615446875,"Low",0,111,"R","Comedy","French","France",23660,128,162,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Showdown in Little Tokyo ","Mark L. Lester",1991,6,"Average",8e+06,2275557,-5724443,-0.715555375,"Low",0,79,"R","Action","English","USA",12561,45,102,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Clay Pigeons ","David Dobkin",1998,6.6,"Good",8e+06,1789892,-6210108,-0.7762635,"Low",0,104,"R","Comedy","English","Germany",9494,49,109,515,FALSE,FALSE,FALSE,FALSE,FALSE
"It's Kind of a Funny Story ","Anna Boden",2010,7.2,"Good",8e+06,6350058,-1649942,-0.20624275,"Low",0,101,"PG-13","Comedy","English","USA",106098,163,150,20000,FALSE,FALSE,FALSE,FALSE,FALSE
"Made in Dagenham ","Nigel Cole",2010,7.2,"Good",7200000,1094798,-6105202,-0.847944722222222,"Low",0,113,"R","Biography","English","UK",11158,163,73,0,FALSE,FALSE,FALSE,FALSE,FALSE
"When Did You Last See Your Father? ","Anand Tucker",2007,6.9,"Good",8e+06,1071240,-6928760,-0.866095,"Low",0,92,"PG-13","Biography","English","UK",3571,90,34,429,FALSE,FALSE,FALSE,FALSE,FALSE
"Prefontaine ","Steve James",1997,6.8,"Good",8e+06,532190,-7467810,-0.93347625,"Low",0,106,"PG-13","Biography","English","USA",5673,23,37,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Secret of Kells ","Tomm Moore",2009,7.7,"Excellent",6500000,686383,-5813617,-0.894402615384615,"Low",0,75,"Not Rated","Adventure","English","France",22811,118,71,11000,FALSE,FALSE,FALSE,FALSE,FALSE
"Begin Again ","John Carney",2013,7.4,"Good",8e+06,16168741,8168741,1.021092625,"Low",1,104,"R","Drama","English","USA",99430,283,182,43000,FALSE,FALSE,FALSE,FALSE,FALSE
"Down in the Valley ","David Jacobson",2005,6.5,"Good",8e+06,568695,-7431305,-0.928913125,"Low",0,108,"R","Drama","English","USA",16617,74,110,412,FALSE,FALSE,FALSE,FALSE,FALSE
"Brooklyn Rules ","Michael Corrente",2007,6.4,"Average",8e+06,398420,-7601580,-0.9501975,"Low",0,99,"R","Crime","English","USA",5049,41,48,226,FALSE,FALSE,FALSE,FALSE,FALSE
"The Singing Detective ","Keith Gordon",2003,5.6,"Average",8e+06,336456,-7663544,-0.957943,"Low",0,109,"R","Comedy","English","USA",7116,66,79,494,FALSE,FALSE,FALSE,FALSE,FALSE
"Fido ","Andrew Currie",2006,6.8,"Good",8e+06,298110,-7701890,-0.96273625,"Low",0,93,"R","Comedy","English","Canada",25055,140,98,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Wendell Baker Story ","Andrew Wilson",2005,5.5,"Average",8e+06,127144,-7872856,-0.984107,"Low",0,99,"PG-13","Comedy","English","USA",5159,32,27,143,FALSE,FALSE,FALSE,FALSE,FALSE
"Wild Target ","Jonathan Lynn",2010,6.9,"Good",8e+06,117190,-7882810,-0.98535125,"Low",0,98,"PG-13","Action","English","UK",29994,68,86,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Pathology ","Marc Schölermann",2008,6,"Average",8e+06,108662,-7891338,-0.98641725,"Low",0,95,"R","Crime","English","USA",26849,79,107,3000,FALSE,FALSE,FALSE,FALSE,FALSE
"10th & Wolf ","Robert Moresco",2006,6.4,"Average",8e+06,53481,-7946519,-0.993314875,"Low",0,107,"R","Crime","English","USA",5557,26,34,294,FALSE,FALSE,FALSE,FALSE,FALSE
"Dear Wendy ","Thomas Vinterberg",2004,6.6,"Good",5e+07,23106,-49976894,-0.99953788,"High",0,102,"Unrated","Comedy","English","Italy",9003,100,58,532,FALSE,FALSE,FALSE,FALSE,FALSE
"Aloft ","Claudia Llosa",2014,5.3,"Poor",8e+06,52961,-7947039,-0.993379875,"Low",0,97,"R","Drama","English","Spain",2103,56,11,675,FALSE,FALSE,FALSE,FALSE,FALSE
"Akira ","Katsuhiro Ôtomo",1988,8.1,"Excellent",1.1e+09,439162,-1099560838,-0.999600761818182,"High",0,124,"R","Action","Japanese","Japan",106160,150,430,0,TRUE,FALSE,TRUE,FALSE,FALSE
"Imagine Me & You ","Ol Parker",2005,6.9,"Good",7900000,671240,-7228760,-0.915032911392405,"Low",0,90,"R","Comedy","English","UK",23023,85,149,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Blood of Heroes ","David Webb Peoples",1989,6.5,"Good",1e+07,882290,-9117710,-0.911771,"Medium",0,90,"R","Action","English","Australia",4792,21,43,999,FALSE,FALSE,FALSE,FALSE,FALSE
"Driving Miss Daisy ","Bruce Beresford",1989,7.4,"Good",7500000,106593296,99093296,13.2124394666667,"Low",1,99,"PG","Comedy","English","USA",72324,61,134,3000,FALSE,FALSE,TRUE,TRUE,FALSE
"Soul Food ","George Tillman Jr.",1997,6.9,"Good",7500000,43490057,35990057,4.79867426666667,"Low",1,115,"R","Comedy","English","USA",5275,34,30,508,FALSE,FALSE,FALSE,TRUE,FALSE
"Rumble in the Bronx ","Stanley Tong",1995,6.7,"Good",7500000,32333860,24833860,3.31118133333333,"Low",1,89,"R","Action","Cantonese","Hong Kong",29843,62,81,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Thank You for Smoking ","Jason Reitman",2005,7.6,"Excellent",6500000,24792061,18292061,2.81416323076923,"Low",1,92,"R","Comedy","English","USA",191998,239,323,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Hostel: Part II ","Eli Roth",2007,5.4,"Poor",1e+07,17544812,7544812,0.7544812,"Medium",1,94,"R","Horror","English","USA",69989,252,384,0,FALSE,FALSE,FALSE,FALSE,FALSE
"An Education ","Lone Scherfig",2009,7.3,"Good",4500000,12574715,8074715,1.79438111111111,"Low",1,100,"PG-13","Drama","English","UK",112138,278,237,12000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Hotel New Hampshire ","Tony Richardson",1984,6,"Average",7500000,5100000,-2400000,-0.32,"Low",0,109,"R","Comedy","English","UK",6595,9,61,345,FALSE,FALSE,FALSE,FALSE,FALSE
"Narc ","Joe Carnahan",2002,7.2,"Good",7500000,10460089,2960089,0.394678533333333,"Low",1,105,"R","Crime","English","USA",34098,127,214,1000,FALSE,FALSE,FALSE,FALSE,FALSE
"Men with Brooms ","Paul Gross",2002,6,"Average",7500000,4239767,-3260233,-0.434697733333333,"Low",0,102,"R","Comedy","English","Canada",3709,9,83,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Witless Protection ","Charles Robert Carner",2008,3.1,"Poor",7500000,4131640,-3368360,-0.449114666666667,"Low",0,97,"PG-13","Comedy","English","USA",5463,35,20,140,FALSE,FALSE,FALSE,FALSE,TRUE
"The Work and the Glory ","Russell Holt",2004,6.9,"Good",7500000,3347439,-4152561,-0.5536748,"Low",0,118,"PG","Drama","English","USA",833,6,33,31,FALSE,FALSE,FALSE,FALSE,FALSE
"Extract ","Mike Judge",2009,6.2,"Average",8e+06,10814185,2814185,0.351773125,"Low",1,92,"R","Comedy","English","USA",37530,192,106,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Alias Betty ","Claude Miller",2001,6.9,"Good",5e+07,206400,-49793600,-0.995872,"High",0,103,"","Comedy","French","France",1439,38,26,26,FALSE,FALSE,FALSE,FALSE,FALSE
"Code 46 ","Michael Winterbottom",2003,6.3,"Average",7500000,197148,-7302852,-0.9737136,"Low",0,93,"R","Drama","English","UK",18109,133,150,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Albert Nobbs ","Rodrigo García",2011,6.7,"Good",8e+06,3014541,-4985459,-0.623182375,"Low",0,113,"R","Drama","English","UK",19616,222,98,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Ta Ra Rum Pum ","Siddharth Anand",2007,5.4,"Poor",6e+06,872643,-5127357,-0.8545595,"Low",0,153,"","Comedy","Hindi","USA",2909,16,37,108,FALSE,FALSE,FALSE,FALSE,FALSE
"Persepolis ","Vincent Paronnaud",2007,8,"Excellent",7300000,4443403,-2856597,-0.391314657534247,"Low",0,89,"PG-13","Animation","French","France",70194,242,158,14000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Neon Demon ","Nicolas Winding Refn",2016,7,"Good",7e+06,1330827,-5669173,-0.809881857142857,"Low",0,118,"R","Horror","English","France",9866,253,73,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Harry Brown ","Daniel Barber",2009,7.2,"Good",7300000,1818681,-5481319,-0.750865616438356,"Low",0,97,"R","Action","English","UK",74435,224,224,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Omega Code ","Robert Marcarelli",1999,3.5,"Poor",7500000,12610552,5110552,0.681406933333333,"Low",1,100,"PG-13","Action","English","USA",4682,39,206,129,FALSE,FALSE,FALSE,FALSE,TRUE
"Juno ","Jason Reitman",2007,7.5,"Excellent",7500000,143492840,135992840,18.1323786666667,"Low",1,96,"PG-13","Comedy","English","USA",414335,387,881,10000,FALSE,FALSE,TRUE,TRUE,FALSE
"Diamonds Are Forever ","Guy Hamilton",1971,6.7,"Good",7200000,43800000,36600000,5.08333333333333,"Low",1,120,"GP","Action","English","UK",74249,120,276,0,FALSE,FALSE,FALSE,TRUE,FALSE
"The Godfather ","Francis Ford Coppola",1972,9.2,"Excellent",6e+06,134821952,128821952,21.4703253333333,"Low",1,175,"R","Crime","English","USA",1155770,208,2238,43000,FALSE,FALSE,TRUE,TRUE,TRUE
"Flashdance ","Adrian Lyne",1983,6.1,"Average",4e+06,94900000,90900000,22.725,"Low",1,95,"R","Drama","English","USA",35172,51,128,0,FALSE,FALSE,TRUE,TRUE,FALSE
"500 Days of Summer ","Marc Webb",2009,7.7,"Excellent",7500000,32391374,24891374,3.31884986666667,"Low",1,95,"PG-13","Comedy","English","USA",376600,331,494,40000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Piano ","Jane Campion",1993,7.6,"Excellent",7e+06,40158000,33158000,4.73685714285714,"Low",1,121,"R","Drama","English","New Zealand",63931,83,241,0,FALSE,FALSE,FALSE,TRUE,FALSE
"Magic Mike ","Steven Soderbergh",2012,6.1,"Average",7e+06,113709992,106709992,15.2442845714286,"Low",1,110,"R","Comedy","English","USA",108843,324,281,54000,FALSE,FALSE,TRUE,TRUE,FALSE
"Darkness Falls ","Jonathan Liebesman",2003,4.9,"Poor",1.1e+07,32131483,21131483,1.92104390909091,"Medium",1,96,"PG-13","Horror","English","USA",25870,140,369,2000,FALSE,FALSE,FALSE,FALSE,FALSE
"Live and Let Die ","Guy Hamilton",1973,6.8,"Good",7e+06,35400000,28400000,4.05714285714286,"Low",1,121,"PG","Action","English","UK",74957,136,251,0,FALSE,FALSE,FALSE,TRUE,FALSE
"My Dog Skip ","Jay Russell",2000,7,"Good",5e+06,34099640,29099640,5.819928,"Low",1,95,"PG","Drama","English","USA",16651,79,149,0,FALSE,FALSE,FALSE,TRUE,FALSE
"Jumping the Broom ","Salim Akil",2011,5.7,"Average",6600000,37295394,30695394,4.65081727272727,"Low",1,112,"PG-13","Comedy","English","USA",7973,52,59,0,FALSE,FALSE,FALSE,TRUE,FALSE
"Good Night, and Good Luck. ","George Clooney",2005,7.5,"Excellent",7500000,31501218,24001218,3.2001624,"Low",1,93,"PG","Biography","English","USA",84070,351,526,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Capote ","Bennett Miller",2005,7.4,"Good",7e+06,28747570,21747570,3.10679571428571,"Low",1,110,"R","Biography","English","Canada",100571,271,416,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Desperado ","Robert Rodriguez",1995,7.2,"Good",7e+06,25625110,18625110,2.66073,"Low",1,104,"R","Action","English","USA",138707,93,202,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Logan's Run ","Michael Anderson",1976,6.8,"Good",9e+06,25000000,1.6e+07,1.77777777777778,"Low",1,119,"PG","Action","English","USA",39847,112,242,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Man with the Golden Gun ","Guy Hamilton",1974,6.8,"Good",1.3e+07,21000000,8e+06,0.615384615384615,"Medium",1,125,"PG","Action","English","UK",73950,118,258,2000,FALSE,FALSE,FALSE,FALSE,FALSE
"Action Jackson ","Craig R. Baxley",1988,5.2,"Poor",7e+06,20257000,13257000,1.89385714285714,"Low",1,96,"R","Action","English","USA",7569,35,65,978,FALSE,FALSE,FALSE,FALSE,FALSE
"The Descent ","Neil Marshall",2005,7.2,"Good",3500000,26005908,22505908,6.43025942857143,"Low",1,100,"R","Adventure","English","UK",154938,342,1100,10000,FALSE,FALSE,FALSE,TRUE,FALSE
"Devil's Due ","Matt Bettinelli-Olpin",2014,4,"Poor",7e+06,15818967,8818967,1.25985242857143,"Low",1,89,"R","Horror","English","USA",13913,137,120,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Flirting with Disaster ","David O. Russell",1996,6.8,"Good",7e+06,14891000,7891000,1.12728571428571,"Low",1,92,"R","Comedy","English","USA",15088,50,105,824,FALSE,FALSE,FALSE,FALSE,FALSE
"The Devil's Rejects ","Rob Zombie",2005,6.9,"Good",7e+06,16901126,9901126,1.41444657142857,"Low",1,109,"R","Crime","English","USA",76267,261,687,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Dope ","Rick Famuyiwa",2015,7.3,"Good",7e+06,17474107,10474107,1.496301,"Low",1,103,"R","Comedy","English","USA",56605,180,89,23000,FALSE,FALSE,FALSE,FALSE,FALSE
"In Too Deep ","Michael Rymer",1999,6.1,"Average",7e+06,14003141,7003141,1.00044871428571,"Low",1,95,"R","Crime","English","USA",4598,28,29,375,FALSE,FALSE,FALSE,FALSE,FALSE
"House of 1000 Corpses ","Rob Zombie",2003,6,"Average",7e+06,12583510,5583510,0.797644285714286,"Low",1,105,"R","Horror","English","USA",60709,202,922,0,FALSE,FALSE,FALSE,FALSE,FALSE
"A Serious Man ","Ethan Coen",2009,7,"Good",7e+06,9190525,2190525,0.312932142857143,"Low",1,106,"R","Comedy","English","USA",102125,341,324,10000,FALSE,FALSE,FALSE,FALSE,FALSE
"Get Low ","Aaron Schneider",2009,7.1,"Good",7500000,9176553,1676553,0.2235404,"Low",1,100,"PG-13","Drama","English","USA",19147,160,97,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Warlock ","Steve Miner",1989,6.2,"Average",7e+06,9094451,2094451,0.299207285714286,"Low",1,103,"R","Action","English","USA",11668,31,79,0,FALSE,FALSE,FALSE,FALSE,FALSE
